monica| hey, guys.
chandler and ross| hey.
rachel| hey... hi, ladies... uh, can i get you anything? : did you bring the mail?
monica| lots of responses.
rachel| : ok, read them to me.
phoebe| : dear ms. green, thank you for your inquiry, however... oh... 
rachel| : we have apple cinnamon...
monica| : ok... dear ms. green... yeah... yeah... yeah... no. (crumpes up letter)
phoebe| wow!
rachel| what?
phoebe| : your visa bill is huge!
rachel|  give me that! 
chandler| you know, i can't believe you. linda is so great! why won't you go out with her again?
ross| i don't know.
chandler| is this still about her whole 'the flintstones could've really happened' thing?
ross| no, it's not just that. it's just—i want someone who... who does something for me, y'know? who gets my heart pounding, who... who makes me, uh... (begins to stare lovingly at rachel)
chandler| ...little playthings with yarn?
ross| what?
chandler| could you want her more?
ross| who?
chandler|  dee, the sarcastic sister from whats happening.
ross| look, i am totally, totally over her, ok, i just... (rachel comes over,
ross lays head on table)| hiiii!
rachel| hi! how are you?
ross| we're fine, we're fine.
rachel| ok.   (ross keeps staring at her, head on table. chandler smacks him with a newspaper. joey enters, ross and chandler laugh at him.)
joey| shut up!
chandler| we're not—we're not saying anything.
phoebe| what?
ross| uhhhh... joey cried last night.
joey| thank you.
chandler|  we were playing poker, alright...
joey| there was chocolate on the three. it looked like an eight, alright?
ross| oh, guys, you should've seen him. 'read 'em and weep.'
chandler| and then he did.
rachel| well, now, how come you guys have never played poker with us?
phoebe| yeah, what is that? like, some kind of guy thing? like, some kind of sexist guy thing? like it's poker, so only guys can play?
ross| no, women are welcome to play.
phoebe| oh, ok, so then what is it? some kind of... you know, like, like... some kind of, y'know, like... alright, what is it?
chandler| there just don't happen to be any women in our games.
joey| yeah, we just don't happen to know any women that know how to play poker.
girls| oh, yeah, right.
monica| oh, please, that is such a lame excuse!
rachel| really.
monica| i mean, that's a typical guy response.
ross| excuse me, do any of you know how to play?
girls| no.
rachel| but you could teach us.
guys| no. 
chandler|  ok, so now we draw cards.
monica| so i wouldn't need any, right? cause i have a straight.
rachel| oh, good for you!
phoebe| congratulations! 
chandler| ok phoebs, how many do you want?
phoebe| ok, i just need two... the, um, ten of spades and the six of clubs.
ross| no. no, uh, phoebs? you can't—you can't do...
rachel| oh wait, i have the ten of spades! here!  
ross| no, no. uh... no, see, uh, you-you can't do that.
rachel| oh, no-no-no-no-no-no, that's ok, i don't need them. i'm going for fours.
ross| oh, you're...  
monica| alright, here we go. we've got salmon roulettes and assorted crudites.
phoebe and rachel| ooooooo!
joey| whoa, whoa, whoa, monica, what're you doin'? this is a poker game. you can't serve food with more than one syllable. it's gotta be like chips, or dip, or pretz...
chandler|  ok, so at this point, the dealer...
monica| alright, you know, we got it, we got it. let's play for real. high stakes... big bucks...
ross| alright, now, you sure? phoebe just threw away two jacks because they didn't look happy...
phoebe| but... i'm ready, so, just deal.
chandler| ok, alright, last minute lesson, last minute lesson. (holds up two cards) joey... three... eight. eight... three.  alright babe, deal the cards. 
monica|  dammit, dammit, dammit!
phoebe| : oh i see, so then, you were lying.
joey| about what?
phoebe| about how good your cards were.
joey| heh... i was bluffing.
phoebe| a-ha! and... what is bluffing? is it not another word for... lying?
rachel| ok, sorry to break up this party, but i've got resumes to fax before work tomorrow... 
guys| whoa, whoa, whoa!
chandler| rach, rach, we gotta settle.
rachel| settle what?
chandler| the... jamestown colony of virginia. you see, king george is giving us the land, so...
ross| the game, rachel, the game. you owe us money for the game.
rachel| oh. right.
joey| you know what, you guys? it's their first time, why don't we just forget about the money, alright?
monica| hell no, we'll pay!
phoebe| ok, monica? i had another answer all ready.
monica| and you know what? we want a rematch.
ross| well that's fine with me. could use the money.
rachel| : so basically, you get your ya-yas by taking money from all of your friends.
ross| ...yeah.
