ross| man, i sure miss julie.
chandler| spanish midgets. spanish midgets wrestling. julie. ok, yes, i see how you got there. 
ross| you ever figure out what that thing's for?
chandler| no, see, i'm trying this new screening thing. you know, i figure if i'm always answering the phone, people'll think i don't have a life. my god, rodrigo never gets pinned. 
|jade| hello, i'm looking for bob. this is jane. i don't know if you're still at this number, but i was just thinking about us, and how great it was, and, well, i know it's been three years, but, i was kinda hoping we could hook up again. i barely had t he nerve to make this call, so you know what i did?
chandler| what?
jade| i got a little drunk...and naked.
chandler| bob here.
chandler|  what've you been up to?
jade| oh, you know, the usual, teaching aerobics, partying way too much. oh, and in case you were wondering, those are my legs on the new james bond poster.
chandler| can you hold on a moment? i have another call.  i love her.
ross| i know.
chandler| i'm back.
jade| so, are we gonna get together or what?
chandler| um, absolutely. uh, how 'bout tomorrow afternoon? do you know uh, central perk in the village, say, five-ish?
jade| great, i'll see you then.
chandler| ok. ok. having a phone has finally paid off.
ross|" even though you do do a good bob impression, i'm thinkin' when she sees you tomorow, she's probably gonna realize, ""hey, you're not bob."""
chandler| i'm hoping that when bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.
ross| oh my god. you are pure evil.
chandler| ok, pure evil, horny and alone. i've done this. 
ross|  yeah, yeah, everybody's here. hey, everybody, say hi to julie in new mexico.
all| hi, julie!
rachel|  hi, julie.
chandler| ok, while ross is on the phone, everybody owes me 62 bucks for his birthday.
phoebe| um, is, is there any chance that you're rounding up? you know, like from, like 20?
chandler| hey, come on, we got the gift, the concert, and the cake.
joey| do we need a cake?
chandler| look guys, i know it's a little steep.
rachel| yeah, whoosh!
chandler| but it's ross.
phoebe| it's ross.
joey| all right.
chandler| i'll see you guys later, i gotta go...do a thing.
ross| ok, sweetheart, i'll call you later tonight. whoa, whoa, whoa, hey, hey, hey, you're not really gonna go through with this, are you?
chandler| you know, i think i might just.
rachel| so uh, what are you guys doing for dinner tonight?
joey| well i guess i gotta start savin' up for ross's birthday, so i guess i'll just stay home and eat dust bunnies.
phoebe| can you believe how much this is gonna cost?
rachel| do you guys ever get the feeling that um, chandler and those guys just don't get that we don't make as much money as they do?
joey|" yes! yeah, it's like they're always saying ""let's go here, let's go there"". like we can afford to go here and there."
phoebe| yes, yes, and it's, and we always have to go to, you know, someplace nice, you know? god, and it's not like we can say anything about it, 'cause, like this birthday thing, it's for ross.
joey| for ross.
rachel| for ross, ross, ross.
monica|  oh my god. 
rachel| hey.
joey| hi.
rachel| what?
monica| i'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti. all of a sudden, leon, the manager, calls me into his office. it turns out they fired the head lunch chef, and guess who got the job.
joey| if it's not you, this is a horrible story.
monica| fortunately, it is me. and, they made me head of purchasing, thank you very much. anyway, i just ran into ross and chandler downstairs, and they think we should go out and celebrate. you know, someplace nice.
joey| yeah, someplace nice.  how much do you think i can get for my kidney? 
ross| i'm tellin' you. you can't do this.
chandler| oh, come on. i can never get a girl like that with conventional methods.
ross| that doesn't matter. she wanted to call bob. hey, for all we know, bob is who she was meant to be with. you may be destroying two people's chance for happiness.
chandler| we don't know bob, ok? we know me. we like me. please let me be happy.
ross| go over there and tell that woman the truth.
chandler| all right.
ross| go.
chandler| hi. 
jade| hi.
chandler| listen, i have to, uh, um, i have to, i have to confess something.
jade| yes?
chandler| whoever stood you up is a jerk.
jade| how did you--?
chandler| i don't know. i just had this weird sense. you know, but that's me. i'm weird and sensitive. tissue?
jade| thanks.
chandler| no, you keep the pack. i'm all cried out today. 
ross| ok, ok, here is to my sister, the newly-appointed head lunch chef--
monica| who is also in charge of purchasing.
ross| newly appointed head lunch chef who is also in charge of purchasing--
monica| who has her own little desk when roland's not there.
ross| uh, lunch chef, purchasing, own little desk when roland's not there. here's to my little sister--
monica| oh, wait, and i got a beeper!
joey| cool.
phoebe| let's see!
ross| that's fine, i'll just wait!
monica| oh, sorry.
joey| sorry, sorry.
ross| monica!  
waiter| are we ready to order? 
rachel| oh, you know what, we haven't even looked yet.
waiter| well, when you do, just let me know. i'll be right over there on the edge of my seat.
phoebe| wow, look at these prices.
rachel| yeah, these are pretty ch-ching.
joey| what are these, like famous chickens?
chandler| hey, sorry i'm late. congratulations, mon.  i'm not sorry i'm late. how incredible was my afternoon with jade?
ross| well, pretty incredible according to the message she left you on my machine. hey, chandler, why is this woman leaving a message for you on my machine?
chandler| oh, see, i had to tell her that my number was your number, because i couldn't tell her that my number was my number because she thinks that my number is bob's number.
ross| hey, tell me again, what do i do when mr. roper calls?
waiter| do i dare ask?
monica| yes, i will start with the carpaccio, and then i'll have the grilled prawns. 
ross| that sounds great. same for me.
waiter| and for the gentleman?
joey| yeah, i'll have the thai chicken pizza. but, hey, look, if i get it without the nuts and leeks and stuff, is it cheaper?
waiter| you'd think, wouldn't you? miss?
rachel| ok, i will have the uh,  side salad.
waiter|  and what will that be on the side of?
rachel| uh, i don't know. why don't you put it right here next to my water?
waiter| and for you?
phoebe| um, i'm gonna have a cup of the cucumber soup, and, um, take care.
chandler| i will have the uh, cajun catfish.
waiter| anything else?
chandler| yes, how 'bout a verse of killing me softly. you're gonna sneeze on my fish, aren't you?
ross|  plus tip, divided by six. ok, everyone owes 28 bucks.
rachel| um, everyone?
ross| oh, you're right, i'm sorry. 
joey| thank you.
ross| monica's big night, she shouldn't pay. 
monica| oh, thank you!
ross| so five of us is, $33.50 apiece.
phoebe| no, huh uh, no way, i'm sorry, not gonna happen.
chandler| whoa, whoa, prom night flashback.
phoebe| i'm sorry, monica, i'm really happy you got promoted, but cold cucumber mush for thirty-something bucks? no! rachel just had that, that, that salad, and, and joey with his like teeny pizza! it's just...
