ross|  hey everybody! happy thanksgiving! 
chandler| no, no, no. no-no-no.  
joey, rachel, and phoebe| shhhh! 
ross| what, are we keeping thanksgiving a secret this year? 
chandler| no, we're playing this game i learned at work. you have to name all the states in six minutes. 
ross| what? that's like insanely easy! 
chandler| now, that's a lot harder than it sounds. you always forget at least one, or in some cases... fourteen . 
monica| it's a stupid game and i wasn't playing against other people, so technically i didn't lose. 
ross| what? you forgot fourteen states? 
monica| nobody cares about the dakotas. (that’s true in so many ways, trust me, i’ve lived in one and been to the other.) 
chandler| oh, okay, time's up! 
rachel| all right, i got 48. 
chandler| oh that's not bad, pheebs? 
phoebe| oh, i got tired of naming states. so i decided to list the types of
celery, and i have one| regular celery. 
chandler| okay, so rachel's got 48 and phoebe has the lead in…vegetables, joey? 
joey| say hello to the new champ of chandler's dumb states game. 
ross| wow, how many have you got? 
joey| fifty-six!  opening credits  
joey| hey! how is new england not a state? huh? they have a sports-team! 
chandler| does south oregon have a sports-team?  there you go.  
rachel|  how come we have one extra place setting? 
monica| 'cause you invited your assistant. 
rachel| oh, right. sorry. but tag's not coming; his girlfriend came into town, so he's spending thanksgiving with her. 
monica| oh! why didn't you tell me? i made him his own individual sweet potato stuffed pumpkin. 
rachel| well, i was going to, but then i figured, you know... you're food is so delicious and perfect, you can never have too many of those pumpkin things. 
monica| now you think i wouldn't enjoy that, because it is so fake,  but i still do.
phoebe| regular celery!  oh, i already have that.  
ross| done! with time a-to-spare. 
chandler| oooh that may be a new world's record (looks at his watch and picks up ross' pad) 
ross|" you know, i hate to lecture you guys, but it's kinda disgraceful, that a group of well-educated adults and joey can't name all the states. did you ever see a map, or one of those round, colorful things called ""a globe?"" hmm? "
chandler| uh, magellan? you got 46 states.  
ross| what? that's impossible. 
joey| 46. wow! who's well educated now, mr. i-forgot-ten-states? 
monica| all right, i'm out of oven space. i'm gonna turn on joey's. please, watch him! do not let joey eat any of the food! 
chandler| i am only one man!  okay ross, time is up! 
ross| no, just give me another minute. 
chandler| look ross, if you don't know them by now, you will never know them, okay? that is the beauty of this game. it makes you want to kill yourself. 
ross| this-this is crazy! i can do this! all right, uhh, i bet i can get all 50 before dinner. 
chandler| okay, but if you can't…no dinner! 
ross| you're on! 
joey|  all right. don't look at my list, ross, 'cause there's a lot on there that you don't have. 
monica|  hey, did you guys know, that your oven doesn't work? 
joey| but the drawer full of take-out menus is okay, right? 
monica| ross, i'm gonna use yours, okay? 
ross| pshhshhh!
monica| chandler? can you give me a hand?  
chandler| sure, and joey; do not let ross look at any of the maps or the globe in your apartment. 
joey| don't worry, chandler, it's not a globe of the united states.    
phoebe| hey you guys i'm gonna go out and take a walk. 
ross| phoebe, why is your bag moving? 
phoebe| oh, it's not! 
rachel| seriously, it's moving! 
joey| what the hell is in there? 
phoebe| it's just my knitting that's all! (a dog sticks its head out of phoebe's bag. everyone looks puzzled.) yes! i knit this. i'm very good.  
monica| ross’s apartment is nice! how come we don't hang out here more often? 
chandler| i don't know. maybe it's because it smells a little weird. it's like old pumpkins or something. 
monica| that's my pie! 
chandler| which smells delicious! 
monica| uh-oh! uh-oh! 
chandler| what? 
monica| we left joey alone with the food! (walks towards the window and looks out) yep! yep, i knew it! there he is... feeding stuffing to a dog!   
phoebe|  hi geller-bing residence. how can i help?
monica| phoebe, why is there a dog in our apartment? 
phoebe| i'm sorry, who's this? 
monica| phoebe, there's a dog sitting on my couch! 
chandler| tell her, i'm allergic, and i will sue! 
phoebe| no, there's no dog here? 
monica| yes there is! he's black and white and shaggy and   he's sitting next to rachel and licking rachel's hand. 
phoebe| oh my god! where are you? 
monica| i'll be right there! 
phoebe|  they're here already? how are they doing this? 
rachel|  hi tag! what are you doing here? 
tag| i, uh, wanted to see if your offer to spend thanksgiving with you is still good. 
rachel| well, sure! come in!  well, what-what happened to your girlfriend? 
tag| we kinda broke up this morning. 
rachel| oh, i'm sorry. 
tag| yeah, so she went back to ohio.
ross| ohio!! thank you!  
chandler| huh! where is the dog?!
ross| what dog? there-there's no dog here. 
joey| yeah that dog left! 
monica|  phoebe! phoebe, open up! 
phoebe| there's no dog in here.  
chandler| phoebe, we can hear the dog barking! 
phoebe| no that's just me coughing! (doing some weird coughing noises and the dog barks again. phoebe comes out of the room.) oh, good, there you are! listen, um, i have a dog in my room. 
chandler| what is it doing here? 
phoebe| well, i'm watching it for some friends who went out of town. wait. (she bends down, picks up the dog, and waves with one of its paws) hello, my name is clunkers. may i please stay with you nice people?
monica| oooh, i wish she could stay here, but chandler is allergic! 
chandler| extremely allergic, okay? if i'm anywhere near a dog for more than 5 minutes, my throat will just close up! 
phoebe| that's odd, 'cause this dog's been living here for the past 3 days 
chandler|  really? 
monica| chandler, if that dog's been here that long, and you haven't had a reaction, maybe you're not allergic to this dog? 
chandler| well, it still has to go, right? 
monica and phoebe| why? 
chandler| okay, it's um…
joey|  don't do it! 
monica| don't do what? 
chandler|"  i have to! okay? it's time! (joey shrugs as if to say, ""do what you have to do"") okay, i hate dogs. "
all| what? 
phoebe| are you crazy? 
ross| are you out of your mind?
phoebe| why? 
joey| told ya. 
chandler| they are needy, they are jumpy, and you can't tell what they are thinking, and that scares me a little bit. 
ross| right, they are scary.  ahh, she just ate a treat out of my hand!!!
rachel| wait a minute. do you not like all dogs? i mean, not even puppies? 
chandler|  is there a puppy here? 
tag| you don't like puppies? 
chandler|  okay, you are new!
joey| look, chandler, i told you, never tell anyone about this dog thing. it's like ross not likin’ ice cream. 
phoebe| you don't like ice cream? 
ross| it's too cold. 
chandler| okay, it's just that dogs make me a little uncomfortable. 
ross|  it hurts my teeth.
chandler| and i don't wanna say this, i don't you guys to hate me, but uh, i don't think, i can be around that dog anymore. okay, so either the dog goes, or i go. (an awkward silence ensues.) oh my god!! 
ross| how can i not get this? i'm a college professor; i got 1450 on my s.a.t.s. 
monica| 1250.
ross| damn, i forgot you were here. 
phoebe| all right. we're gonna take clunkers to ross’s. we'll be back in a minute. 
rachel| oh, wait before you guys go, can i just ask you a question? 
monica| yeah. 
rachel| when a guy breaks up with his girlfriend, what is an appropriate amount of time to wait before you make a move? 
phoebe| oh, i'd say about a month. 
monica| really? i'd say 3 to 4. 
joey| half hour. 
rachel| interesting. 
monica| when it's your assistant, i would say never. 
joey| all right, rach, the big question is, does he like you? all right? because if he doesn't like you, this is all a moo-point. 
rachel| huh. a moo-point? 
joey| yeah, it's like a cow's opinion. it just doesn't matter. it's moo. 
rachel|  have i been living with him for too long, or did that all just make sense?
monica| please, don't listen to joey, okay. would you look at him? he-he’s obviously depressed. he's away from his family; he's spending thanksgiving with strangers.   what he needs right now is for you to be his friend. 
rachel| you're right, i'm sorry. thank you. okay, that's what i'm gonna do. 
joey| fine! take their advice. no one ever listens to me. when the package is this pretty, no one cares what's inside.  
rachel| hey! 
tag| hey. 
rachel| how are you holding up? 
tag| not bad. 
rachel| yeah? i'm sorry about your girlfriend. 
tag| thanks. 
rachel| so were you guys together a long time? 
tag| a year. on and off. i kinda thought we'd end up together. i don't anymore. 
rachel| now that she broke up with you? 
tag| yeah. 
rachel| yeah. hmmmm. 
tag| it's weird. i always used to assume, that i would meet someone and fall in love and be happy and all that was just a given. but lately it's like what if it's not. do you ever have that feeling? 
rachel| no…yeah, all the time, constantly. it's terrifying. but you know that i figure it…it has to work out. 
tag| why? 
rachel| because, uh—it has to. 
tag| you have all the answers, don't you? 
rachel| yeah, i know, i do. i really do. 
tag| hey, thanks for talking to me. 
rachel| well, what is a boss for? hug it out!  
joey|  all right, he likes you back! huh? told ya, you should go for it! 
tag| what? 
joey|  street noise drowned any of that out? (rachel moves madly towards him) no, all right, i see you later, okay...   commercial break 
tag| what did joey say? i like you back? 
rachel| uh, yeah, well, see, he… joey knows, that i'm-i'm very insecure about my back and, and…you're hugging me, so obviously you are not repulsed by it, yeah!
tag| wait-wait a minute; that doesn't make any sense. 
rachel| no?  all right, here's the truth um, joey said what he said, because um, i'm attracted to you. 
tag| wow.  
rachel| yeah, i admit it. i have a crush on you, and uh, and, and i know that's crazy because we work together, and-and nothing could ever happen, and the last thing i want to do is-is to freak you out or make you feel uncomfortable. which is why it would be really great if you said something right about now. 
tag|  oh my god! those guys are stealing my car! (he points down to the street) 
rachel| what? 
tag| right there! that's my car!  hey!! 
rachel| okay, that's gonna take them a minute. do you have anything else you wanna get off your chest? 
tag| i can't believe this!  
rachel|  wait, we still have time to talk and they’re-they're not even in the car yet!  oh look, there they go, okay.    
monica| okay phoebe, we should probably go back now. 
phoebe|  please don't leave me, i'll be lonely. 
monica| stop it. stop! okay let's go. we can be strong.
phoebe| yeah, okay.  
monica| oh my god! did you hear that? she said monica! (she goes back to clunkers again) oooh, i can't leave her! 
phoebe| you know if you want, we can sneak the dog back in and chandler wouldn't even know. 
monica| that's not gonna work. 
phoebe| i've had that dog there for three days and chandler had no idea. he's not so smart. 
monica| hey! i didn't know either. 
phoebe| yeah, but you kinda knew that something was going on, didn't you? 
monica| yeah, i knew.   
phoebe| where's chandler? 
chandler|  here i am. 
phoebe| wash your hands!!!
chandler| how did you…know?     
ross| hey! what's she doing back here? 
monica| relax, ross. she's not made of ice cream! 
ross| hey look, phoebe. i, uh, i laid out the states geographically... 
phoebe|  no, no, we don't really have time for this right now. okay, we have to keep chandler away from my bedroom. 
ross| yeah, but, but look what i'm... 
phoebe| see, this is exactly what we do not have time for. (she rushes into her room) 
chandler|  where's monica? 
ross| um, in phoebe's room. you can't go in there. 
chandler| why not?  
ross| monica's crying. she's very upset about this whole clunkers thing. 
chandler| well, i, i should go in there. 
ross| no. no, no. she doesn't want to see you right now. 
chandler| why not? 
ross| because you sent away the dog!
chandler| this is ridiculous.  
ross| oh, is it? is it? look, when monica and i were kids, we had a dog named rover. and, uh, one day, my dad decides, he doesn't like dogs. so monica and her friend…phyllis…take away the dog. and that was the last time we ever saw him. don't you see? this is just like that. only with a few details changed. 
joey|  okay, i'm in my sweat pants. bring on the food! (sees that chandler has a worried look on his face) what's the matter? 
chandler| monica's all upset, because i sent clunkers away. 
joey| so? bring the dog back, you're a hero. 
