phoebe|  hey...
all| hey!
rachel| hi!
ross| pheebs, what's wrong?
phoebe| oh, i'm just so exhausted from dragging around this...     huge engagement ring!
all| oh!
rachel| my god!
joey| hey! 
rachel| congratulations! wow!!
ross| so, did he get on one knee, did he have a speech prepared,    or  yeah, big surprise,    i like proposals!
phoebe| well, it was really sweet, and like the   most romantic thing ever.
joey| well, hey! well...     here's to phoebe, who's found the greatest guy in the world! to phoebe and...     to phoebe and mike!
all| whoo!
phoebe| thank you!  oh, and i have something for    you!
rachel| mmh-mmh!
phoebe| it's, yes, my little black book. it's got the numbers    of all the guys i've dated.
rachel| oh, pheebs, baby, that's nice but, you know what,    i think i'm ok. why don't you give it to one of your other single girlfriends?  
phoebe| i would, but you're the last one.
rachel|"  give me the book! (she takes it and start    reading) pablo diaz, brady smith, huh, ""guy-in-van""?"
phoebe| oh, my first love! 
rachel| oh!
monica| what does the red x next to bob greenmore's name mean?
phoebe| dead.  oh, it's ok, no,   he  was old, yeah! and he lived a full life, he was in the first wave   at omaha beach.
chandler| hey, i'm sorry, i should have given you guys my    black book when i got married! although it wasn't so much a book as a... napkin.    with janice's phone number on it.
rachel| phoebe, isn't jethro tull a band?
phoebe|  oh yes, they are.  opening credits    
chandler|  hey honey!
joey| (looking inside the fridge, and we only see his back.    then he closes the door, and we see it's joey.) hi sweetie!
chandler| is monica not here?
joey| no.
chandler| oh, then i'll tell you. my agency was bidding for   a big account and they got it! it's my first national commercial!
joey| cool!
chandler| yeah, and i don't wanna brag but a lot of the ideas    were mine!  hell, you weren't there? all the ideas were   mine!!!
joey| that's great! hey, can you cast me in it?
chandler| oh... i don't know, i really don't think you're    right for the part.
joey| what do you mean? i can do anything, i'm a chameleon!    huh?  i'm tired!     i'm cold!! huh??    come on! what can't i do?
chandler| first of all. bravo. uh, but i really don't think    you're right for this. the part calls for a stuffy college professor.
joey|" i can do that!  ""hello, i'm    your professor. when i'm not busy thinking of important things or... professing.    i like to use..."" oh, what's the product?"
chandler| software that facilitates inter-business networking    e-solutions?
joey|  i'm cold!       
ross|  hey!
charlie| hey!
ross| guess who's a finalist for a huge research   grant!  i'll give you a hint, he's looking right at you. 
charlie| ah, well, unless it's the creepy guy with his hand    up his kilt, i'm gonna say congratulations! 
ross| oh, i'm so excited, i mean, apparently i beat out hundreds    of other applicants, included five guys i went to graduate school with. not      that i'm keeping score or anything... five!
charlie| wow, that's great! so, tell me about the grant!
ross|" well, ok, it's for 25 thousand dollars. and if i get    it, i'll finally be able to complete my field research! and there    will be  an article about me in the ""paleontology review""! yeah!    that'll be  the first time my name is in there, without people raising serious    questions    about my work!"
charlie| wait. are you talking about the dewar grant?
ross| yeah. why?
charlie| benjamin hobart is administering that grant.
ross| your ex-boyfriend?
charlie| yeah.
ross| so, your ex-boyfriend is gonna determine if your new    boyfriend gets this grant? wow, your new boyfriend is screwed!
charlie| no, no, we ended up in great terms. i mean, if anything,    i think this could help you. you know what? why don't we all go out to dinner    together, and i can introduce you.
ross| well, if you think it would help.
charlie| yes, absolutely. i'll call him.
ross| ok, now, is there anything i can do to... you know,    butter him up? anything he really likes?
charlie| mmh... he does have a pretty serious latex fetish.
ross| we'll see how dinner goes.   
phoebe|  hey! 
monica| hey, you wanna go to see a movie?
phoebe| well, i told you i had to spend all the day clearing    out stuff, so mike could move in.
monica| oh, right.
phoebe| yeah. 
monica| oh, well. now that i'm here i might as well help you    with the cleaning and organizing! just happen to have my label maker!
phoebe| oh, it's so hard to get rid of stuff! did   you and chandler have to make compromises when you first moved in together?
monica| uh, chandler did! what does he want you  to give  up? 
phoebe| a bunch of stuff. and the worst one... he wants me    to get rid of gladys.
monica| who's gladys? (phoebe shows her a horrific painting    with a half-a-body girl dummy coming out of the frame. monica's frightened and    she gasps.) oh! what a tragic loss!
phoebe| yeah. i really hate to give her up. oh,   i know!! oh, you should take her!
monica|  well, i-i-i-i... i don't know...
phoebe| why, you don't like her?
monica| well, of course i do. what's not to like! i'll    take her in a minute! but, you know, i think that you're giving up too    easy, honey. i think that you need to fight for her!
phoebe| really? you think?
monica|" absolutely! yes, you say to him ""i'm sorry    mike i can't live without her, she means too much to me!"""
phoebe| ok, i'll fight for her. ok! oh, wait, oh i just    realized... if i do that, that means you don't get her.
monica| damn it, i did not think this through!     
chandler| hey you guys. 
rachel| hi!
joey| oh! any word on casting yet?
chandler| joe, i told you, you're just not right for    the part.
joey| what do you mean? rach, don't i seem like a professor    you'd buy some kind of e-crap from?
rachel| i'm sorry, this sounds like something i'm never gonna    be interested in.
joey | look, c'mon, please? it's    not like i'm asking for some crazy favour. this is what i do for a living. i    am a professional actor!  oh, man,    i'm two hours late for work! . look, here's a    copy of my reels. it's got all the commercials that i've been in.
chandler| joe...
joey| just watch it, and if you don't like it, you don't    pass it on to your bosses!
chandler| fine!
joey| thank you. 
chandler| work, joe!
joey| damn it! 
chandler | what am i gonna do now?
joey| just pass it to your boss!
chandler| he's not right for the part. so if i suggest    him, my bosses are gonna think i'm an idiot! and that's something they should    learn on their own!
rachel| just tell joey that you watched the tape and you liked    it, but your bosses didn't. then that way, you're the good guy and    they're the bad guys.
chandler| that's good! i liked it, they didn't.     joey, for god's sake,    go to work! .      
