phoebe| oh hey you guys, i couldn’t get a reservation for the night of  my birthday, so we have to do dinner thursday night instead.
joey| thursday? but that’s halloween.
phoebe| so?
joey| 
ross| so, so, is mike coming to dinner?
phoebe| no! it’s my first birthday with a boyfriend, and he has to  work. uch, i get mad at him, but i think it’s a little to soon to show my true  colors.
rachel| pheebs, i would make a reservation for five, because one of us  has to stay home and watch emma.  which one of us should go to  dinner?
phoebe| oh, rachel!
ross| actually, um, i was thinking maybe both of us could go.
phoebe| oh, yay!
ross| thanks, i put a lot of extra thoughts on your gift.
phoebe| alright, okay, so we can all go now. that is fun. hey, you  know what? we all haven’t been together the six of us in such a long time.
monica| what are you talking about? we’re all together right now.
rachel| um, mon, chandler’s not here.
monica| oh, dear god! opening credits  
chandler| good morning everyone, it’s nice to see our team together  for the first time. now, before we get started, are there any questions?   yes, ken is it?
ken| that’s right. is it true, that the reason you are here in tulsa  is that you fell asleep in a meeting and took the job without realizing what you  were saying yes to?
chandler|  well, don’t believe everything you hear, ken. (both  turning away to files) but yeah, that’s true. alright, let’s get started, by  take a look at last quarter’s figures. (the female next to chandler starts 
smoking, towards her|) ah, claudia, aren’t you supposed to blow smoke up the  bosses’ ass?
claudia| i’m sorry. does the smoke bother you?
chandler| no, no, no-no-no. i smoked for years, then i quit. right  now, i can’t remember why.  you’re not allowed to smoke in this  office. not right?
claudia| yes, in oklahoma it’s legal to smoke in offices with fifteen  people or less.  would you like one?
chandler| alright, lo…look. i don’t smoke anymore. but if the rest of  you want to light up, go ahead, it’s fine.  so you all smoke  then? that’s almost rude, that i’m not.
ken| that’s not true. if you don’t wanna smoke …
chandler|  ken, please! no, i can’t, i can’t smoke. if i smoke,  my wife would kill me.
ken| i’m sorry, but isn’t your wife back in new york?
chandler| i always liked you, ken.      
phoebe|  trick or treat! (it’s obviously halloween eve,  the night of her birthday dinner.)
monica|  hey!
phoebe| ooh, and treat it is. 
monica| hmhmm. 
phoebe| wow, so glad i changed. almost wore my ??? outfit that can’t  contain my breasts.
monica| this is not, what i’m wearing. i’m ovulating and chandler’s  gonna be home any minute, so i thought we would try before dinner.
phoebe| ohh. oh wait!  you guys won’t be late for my dinner, will  you?
monica| believe me, chandler and i have not seen each other in over a  week. we’ll probably be the first ones there.
phoebe| ’kay, see you there. happy humping! (outside meeting  chandler.) hey…hey! oh, wow, somebody smoked out here? oh my god, don’t people  know, you’re not allowed to smoke in public spaces?
chandler| actually, in oklahoma smoking is legal in all commune areas  and offices with fewer than fifteen people.
phoebe| you smoked!
chandler| no! i just happened t’do a lot trivias about smoking in  different states. for example, in hawaii cigarettes are called  leyhallalookoos.
