monica| okay, guys, listen, don't forget that tomorrow is the day that emily gets married again, so whatever we do, just try to really keep ross's mind off of it.
joey| oh, yeah, good idea. 
chandler| hey man, what's up?
ross|  oh, eh, just thinking about emily getting married tomorrow.  
joey| ooh, ross, look! look! 
ross|  what? where?
joey| right over there! right there! look-look-look!
ross| what am i looking at?
joey|  somebody help me out here!
phoebe|  hey!
gary| hello!
monica| hey!
gary| how are you?
phoebe| monica, i'm sorry i didn't come by last night. i was out with gary; he let me ride around with him in his cop car. we saw and prevented crimes.
joey| you got to go on a ride along?!
phoebe| uh-huh!
joey| i want to go on a ride along!
ross| me too!
gary| okay!
chandler| yeah, yeah! me too!
gary| really?! you?
chandler| yeah.
gary| well, it's kinda dangerous.
chandler| well, i like danger.
gary| okay, you guys free tonight? 
joey and ross| yeah!!
chandler| tonight? you-you didn't say it was going to be at nighttime. opening credits  
rachel| hey!
monica| hey! oh, i'm so glad you're home, i thought tonight we could finally organize these photos!
rachel| ohh, thank god! finally!
monica| okay, i've broken them down into categories. okay, we have uh, we got holidays, birthdays, candids, y'know… and then what i've done is i've cross-referenced them by subject. right? so if you're looking up, oh let's say birthdays and dogs, you get photo 152. see? 
rachel| ohh, it's me and la poo! wow! i miss that dog.
monica| you can also find him under umm, dog and dead.
rachel| great! thanks!
monica| all right, hand me that other box of photos; that's the very last one.
rachel| okay.  (she picks up the box and the bottom falls out, spilling all of the pictures onto monica's neat little piles.)
rachel| oops. sorry! well, good thing you number all of them, huh?
monica| i hadn't! photo 152 was a prototype. 
rachel| ohhhh. honey, honey, honey, it's okay, it's okay honey. i'm gonna fix you a drink, huh? maybe a margarita?
ross| ross has the blender! ugh, everything's just falling apart!
rachel| no honey, it's okay! listen, i'll got to ross's and get the blender, you get all the margarita stuff ready.
monica| all right, he's keys are in the drawer. y'know what? i also need some cash.
rachel| okay, you want me to stop at the atm?
monica| nah, while you're at ross's if you see any lying around…
rachel| what?!
monica| what?! i-i-i don't, i don't do that!    
ross|  that was so cool man, the way you leaned on that guy.
chandler| it is starting to get dark out there.
ross|  he told you everything! i mean you totally cracked him!
gary| yeah well, being that he was the victim, they're usually pretty talkative.
chandler|  but it is officially nighttime. 
ross| oh hey, gary, want me to grab the berry for ya?
gary| it's called the cherry.
ross| it's the—chandler!! 
