host| welcome everybody, welcome to amazing discoveries!
phoebe| oh, oh! it's on again!
joey| you guys, can we please not watch this all right.
all| shhhh!
host| folks, has this ever happened to you. you go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.
joey|  oh, you said it mike. (rips open the carton and spills milk on the counter) aw! there's got to be a better way!
mike| and there is kevin.
joey| can we please turn this off?
rachel| noo way, kevin.
mike| there is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. meet the milk master 2000.
ross|  are you intrigued?
chandler| you're flingin'-flangin' right i am!
mike| keep in mind, he's never used this product before, you're gonna see how easy this is to do.  go ahead. ('kevin' starts using the product, it is a spout that you jab into a paper milk carton so that you don't have to rip it open.) this works with any milk carton.
joey|  wow, it is easy.  now, i can have milk everyday.  opening credits  
chandler| well, it's official there are no good movies.
janice| well, let's go to a bad one and make out. (they start to kiss and lean back into monica.)
monica| perhaps, you would like me to turn like this, (turns sideways on the couch) so that you can bunny bump against my back.
joey|  hey!
phoebe| hey.
chandler| hey, man. what's up?
joey| maybe you can tell me. my agent would like to know why i didn't show up at the audition i didn't know i had today. the first good thing she gets me in weeks. how could you not give me the message?!
chandler| well, i'll tell ya i do enjoy guilt, but, ah, it wasn't me.
phoebe| yes, it was! it was him! uh huh!  okay, it was me! 
joey| how is it you?
phoebe| well, it was just, it was all so crazy, you know. i mean, chandler was in the closet, counting to 10, and he was up to 7 and i hadn't found a place to hide yet. i-i-i meant to tell you, and i wrote it all down on my hand. see, all of it. (shows him her hand)
joey| yep, that's my audition.
monica| see, now this is why i keep notepads everywhere.
phoebe| yep, and that's why we don't invite you to play.
janice| what is the great tragedy here? you go get yourself another appointment.
joey| well, estelle tried, you know. the casting director told her that i missed my chance.
phoebe| that is unfair. i'll call her and tell her it was totally my fault.
joey| pheebs, you can't do that. the casting director doesn't talk to friends, she only talks to agents.
phoebe| what a sad little life she must lead. okay, ooh . 
joey| what, what are you doing? what are you doing?
phoebe| no, no, no, i know, i know, ooh.  'hi, this is katelynn, from phoebe buffay's office. um, is um, ann there for phoebe, she'll know what it's about.'
joey| hang up, hang up. (reaches with his good arm, but phoebe grabs it and he tries to reach the phone with his other arm but can't because of the sling.)
phoebe|  'annie! hi. listen we got a problem with joey tribbiani, apparently he missed his audition. who did you speak to in my office? estelle, no, i don't know what i'm going to do with her. no. all right, so your husband leaves and burns down the apartment, the world does not stop.'
chandler| is anybody else scared?
phoebe|  'right, well look, um, if joey loses this audition, that is it for estelle. i don't care! annie you are a doll, what time can you see him?' (to monica) i need a pen. (chandler hands her one, but she needs something to right on, so she tilts chandler's head over and writes on the back of his neck)
chandler| get the woman a pad! get the woman a pad! a pad! a pad!
monica| oh, now you want a pad. 
carol and susan|  hey!!
ross| there's my boy! here's my boy! and here's his barbi (ben is holding a barbi doll) what's ah, what's my boy doing with a barbi?
carol| he picked it out of the toy store himself, he loves it.
susan| he carries it everywhere, it's like a security blanket, but with ski boots and a kicky beret.
ross| yeah, it's, it's, it's cute. why, why, why does he have it, again?
susan| so he's got a doll? so what? unless you're afraid he's gonna grow up and be in show business.
carol| this doesn't have anything to do with the fact that he is being raised by two women, does it?
ross| you know what it's fine. if you're okay with the barbi thing, so am i. 
ross| give daddy the barbi! ben, give, give me the barbi. okay, how 'bout, don't you want to play with the monster truck? (makes a monster truck sound) no. okay, oh, oh, how about a dino-soilder? 
