joey| hey rach listen, did you know that during pregnancy your fingers swell up to twice their size and never go back.
rachel|  oh my…god! let me see that! (grabs the book from him.)
joey|  you fall for it every time!
phoebe|  hey!
rachel| hi!
phoebe| i brought you my old maternity clothes! 
rachel| oh pheebs that’s so sweet——ooh, those are so cute!
phoebe| yeah! and look,  see how they expand as the baby grows?  and then after the baby’s born, they’re great for shoplifting melons.
monica|  oh good you’re all here. thanksgiving tomorrow, four o’clock.  oh, guess who i invited. remember that guy will colbert from high school?
rachel| no.
monica| he was in ross’s class…marching band…kinda overweight? well, really overweight. i mean i was his thin friend.
rachel| wow! i don’t remember him. honey, are you sure you’re not talking about your imaginary boyfriend.
monica| no that was jarred! wow! i haven’t thought about him in a long time…  anyway, umm will’s, will’s here on business and he didn’t have a place to go so i invited him here.
rachel| oh that’s nice.
monica| oh, and by the way, he’s lost a bunch of weight. i mean he looks goo-ood! okay, i mean really, really gorgeous!  i still love chandler.
joey| i just want you to say it once in a while.
monica| all right okay, just so you know, i’m not gonna make a turkey this year.
joey| what?!
monica| well phoebe doesn’t eat turkey…
joey| phoebe!
phoebe| turkey’s are beautiful, intelligent animals!
joey| no they’re not! they’re ugly and stupid and delicious!
monica| all right! okay, it’s just phoebe. will’s still on a diet, chandler doesn’t eat thanksgiving food, and rachel’s having her aversion to poultry.
joey| she is?
rachel| remember i had to leave the room the other day when you had that roast chicken?
joey| yeah. but i thought that was because i put the whole thing on my hand and made it walk across the table.
monica| anyway, it just doesn’t seem worth it to make a whole turkey for just three people. okay? it’s a lot of work.
joey| but you gotta have turkey on thanksgiving! i mean, thanksgiving with no turkey is like-like fourth of july with no apple pie! or friday with no two pizzas!
monica| all right fine! if it means that much to you! but just—there’s gonna be a ton left over.
joey| no there won’t! i promise i will finish that turkey!
monica| all right, you’re telling me you can eat an entire turkey in just one sitting?
joey| that’s right! ‘cause i’m a tribbiani!  and this is what we do! i mean we may not be great thinkers or world leaders, we don’t read a lot or run very fast, but damnit! we can eat! opening credits  the right game green bay at detroit , as monica is getting 
monica| hey, isn’t weird to think about how next year at this time they’ll be a little baby at the table?  (seeing him) rachel’s! but good to know where you’re at!
phoebe|  hey!
monica| hey!
phoebe| happy thanksgiving!
monica| you too!
phoebe| anything i can do to help?
monica| actually there is. chandler usually helps me with this, but he’s really into the game so i don’t want to bother him. could you help me fold these napkins? 
phoebe| sure!
monica| i’m gonna go across the hall to check on the yams.
phoebe| okay. 
monica| no! no! no! no sweetie! no! not like that! we’re not at a barn dance. you’ve gotta—you wanna fold them like swans. like i showed you at christmas time, remember?
phoebe| yeah, it all just came screaming back to me.  (to chandler) so how’s the game?
chandler| i have no idea.
phoebe| what?
chandler| yeah! i’m just pretending to watch the game so i don’t have to help out with stuff.
phoebe| i don’t believe you! that is…brilliant! and monica has no idea?
chandler| nope! every once and a while i just scream stuff at the tv.  
monica| is your team winning hon?
chandler| yeah! anderson just scored again!  there’s no anderson.
phoebe| well i want to get in on this. hey mon? i don’t think i can help you after all, i didn’t realize this game was on.
monica| oh, i didn’t know you liked football.
phoebe| well normally i don’t, but y’know…(looks at the tv)…green bay is playing.
monica| you like green bay?
phoebe| well it’s only like my favorite bay! {actually, it’s not bad. it just gets a little cold in winter, but in wisconsin winter only lasts from august to june. j } (phoebe joins chandler on the couch as there is a knock on the door which monica answers.)
monica| hey!
will| hey! (oh, i should point out that the live studio audience at this point goes absolutely wild. and i had absolutely no idea that this will character was that popular! maybe they should make him the seventh friend. which would work out just fine since he’s already married to one of them. will is played by some guy named brad pitt, i guess he’s some sort of actor.)
will| happy thanksgiving!
monica| aww thanks! god will i’m so glad that you came! you look great! you must’ve lost like…
will| 150 pounds. yeah, i’m gonna be in one of those subway sandwich commercials.
monica| a pie! 
will| oh right. all right, it’s no fat, it’s no sugar, it’s no dairy…it’s no good. throw it out.
monica| you wanna meet some people? this is uh; this is my husband chandler. chandler, this is will.
will| hey.
chandler| oh hey. i’d shake your hand but uh; i’m really into the game. plus, i think it’d be better for my ego if we didn’t stand right next to each other.
monica| this is phoebe.
phoebe|  well done.
monica|  wanna give me a hand?
will| sure! monica, i can’t get over how great you look! you look stunning!
monica| well you look incredible too! you’re just—you’re so fit!
chandler| i’m watching the game, but i’m not deaf!
monica| oh umm, i meant to tell you, ross is coming.
will| ross is coming. great! i love ross!
monica| good. and rachel green too. 
will| oh.
monica| is there a problem?
will| nope. uh, it’s okay. it’s just uh, god i hated her.
monica| what?
will| yeah, i hated her. she was horrible to me in high school. but hey, it was a long time ago, i’m in a good place, it might be actually fun to see her again. you got any cakes or cookies or something?  no will no!
chandler|  y’know, it’s been a while since we’ve screamed something. maybe we should.
phoebe| oh okay.
chandler| oh come on!
phoebe| noooo!! damn you ref! you burn in hell!!! 
monica| hey, what are you doing? you gotta save room, you’ve got almost an entire turkey to eat.
joey| let me explain to you how the human body works. i have to warm my stomach first. eatin’ chips is like stretching.
monica| all right.
joey| don’t worry, tribbianis never get full.
will| i actually know what you’re talking about. i’m here to tell you something my friend, you can eat and eat and eat but nothing will ever fill that void.
joey|  who the hell is this guy?
monica| will! from high school.
joey| oh hey!
monica|  joey.
will| hello.
ross|  will!
will| ross!
ross| hey-hey you came! man you look incredible! hot stuff! (they hug and ross realizes what he said.) hot stuff?
will| it’s good to see you man.
ross| yeah, you too. man, so-so what are you up to?
will| i’m a commodities broker.
ross| really? yeah that-that sounds interesting.
will| yeah, it’s not. but i’m rich and thin.
ross| oh! man i don’t think i’ve seen you since uh, lance davis’ graduation party.
will| that was such a fun night!
ross| yeah. it would’ve been good if we had gotten in, but still real fun.
will| yeah.
ross| yeah.
will| god we were lame back then. do you remember how into dinosaurs we were?
ross|  yeah.
will| so what do you, what do you do now?
ross| so how long are you in town?
rachel|  hi! 
monica| hey sweetie. oh good. 
will|  rachel green.
ross| aw—oh, that’s right. are-are you gonna be okay?
will| oh, i’ll-i’ll be fine. just god i hate her ross! i hate her!
ross| will, high school was-was a long time ago.
will| look at her standing there with those yams! my two greatest enemies ross: rachel green and complex carbohydrates.
rachel|  oh my god monica, who is that?
monica| that’s will from high school!
rachel| oh! i do not remember him! wow! he's really got that sexy, smoldering thing going on.  oh my god, he’s… look at the way he’s just staring at me. i think he’s trying to mouth something to me, but i can’t make it out. 
monica| okay, dinner’s ready!
chandler| good game!
phoebe| yeah.
chandler| yeah. solid effort. solid effort.
monica| oh, so who won?
phoebe|  green bay.
chandler|  detroit.
monica| what?
