phoebe| hey! i got you a present!!
chandler| oh my goodness! where did you hide it?
phoebe| i got it for your wedding and i ordered it weeks ago, and it finally got  here!
chandler| pheebs you didn’t have to get us anything for our wedding you  already sang…
monica|  i love it! it’s huge!! let’s open it! open it!!  
phoebe| it’s a ms. pac-man machine!!
monica| oh my god!
phoebe| i didn’t know where to put it so i just left it here for now.
monica| oh well, maybe we can put it in the guest bedroom.
chandler| oh, okay. 
monica| all right. 
chandler| i kinda like it here.
phoebe| do you really like it?
monica| are you kidding?! i practically spent my entire childhood at the arcade!  this is like—oh my, this is like my second favorite game!
phoebe| oh really? what was your first?
monica| well i-i really don’t remember the name of it.
chandler| well what did it do?
monica| well, you just—you put a quarter in and y’know pull-pull some  handles and win like a candy bar or something.
chandler| a vending machine?
monica| don’t feel bad for me! i won like every time! opening credits 
ross| hey! oh, i’m so glad you guys are here. i’ve been dying to tell  someone what happened in the paleontology department today.
joey|  do you think he saw us or can we still sneak out?
ross| professor neuman, the head of the department, so….
rachel| they made you head of the department!
ross| no, i get to teach one of his advanced classes!  why didn’t i  get head of the department? 
joey| oh! hey rach, listen umm…
rachel| yeah.
joey| i got a big date coming up, do you know a good restaurant?
rachel| uh, paul’s café. they got great food and it’s really  romantic.
joey| ooh, great! thanks!
rachel| yeah! oh, and then afterwards you can take her to the four seasons  for drinks. or you go downtown and listen to some jazz. or dancing—oh! take her  dancing!
joey| you sure are naming a lot of ways to postpone sex, i’ll tell ya…
rachel| ooh, i miss dating. gettin’ all dressed up and going to a fancy  restaurant. i’m not gonna be able to do that for so long, and it’s so much fun!  i mean not that sitting at home worrying about giving birth to a sixteen pound baby is not  fun.
joey| hey, y’know what?
rachel| huh?
joey| why don’t i take you out?
rachel| what?! joey, you don’t want to go on a date with a pregnant lady.
joey| yes i do! and we’re gonna go out, we’re gonna have a good time,  and take your mind off of childbirth and c-sections and-and giant baby heads stretching  out…
rachel|  okay! i’ll go with ya! i’ll go! i’ll go  with ya.
joey| i’ll be fun.
rachel| all right? 
phoebe| no. no! yes! ahh. oh, would you look at that monica? i just knocked off  all of your top scores, how sad.
monica| okay, i’m next.  don’t!  don’t start another game! i said i’m next! phoebe!
phoebe| oh, i’m sorry. i didn’t hear you over all the winning.
monica| chandler! phoebe’s hogging the game!
chandler| who cares? it’s a stupid game.
monica| you only think it’s stupid because you suck at it.
chandler| i don’t suck. it’s sucks. you suck.
phoebe| wait okay, if this game is gonna cause problems between the two of you,  then maybe i should just keep it.
monica| no! no-no! i love it! it is a great present! in fact, why don’t you  go home and wait for the thank you card?
chandler| why do you want to play this game so bad?
phoebe| yeah! it’s not like it spits out a clark bar after every  game.
monica| okay. phoebe that’s it. come on, get out—out of the chair. get  out!  oh  come…phoebe!   
rachel| joey? could you get that? (there is no answer and she goes and opens the  door to joey.) what are you doing here? i thought you were in your room?
joey| no, i’m picking you up for our date. these are for you. (hands her  some flowers.)
rachel| ohh, lilies. joey, they’re my favorite. thank you.
joey| and, a brownie!  well, half a  brownie. actually, it’s just bag. it’s been a long walk from the flower shop and  i was startin’ to feel faint so…
rachel| oh man! this is so great! i actually feel like i’m going on a real  date! although, i have a hint of morning sickness, and i’m wearing underwear that  goes up to about…(she snaps the waistband on her underwear that is just slightly  below her breasts)…there.
joey| hey come on now, this is a real date. uh, so…nice place you got here.  foosball, huh? pizza box. oh, a subscription to playboy, my kind of woman.
rachel| yeah, actually that’s my roommate’s.
joey| i would like to meet him. he sounds like a stand up guy.
rachel| ah yes, but he’s very protective of me so you’d better watch  yourself.
joey| ah… hey, so this roommate of yours…is he good looking?
rachel| hm-mmm.
joey| oh yeah, it must be tough to keep your hands of him, huh?
rachel|  yeah, but i’m pretty sure he’s gay.
joey| no-no-no-no, he’s not! no! why are you trying to ruin the game? come  on! 
ross| …which brings us back, of course, to greely’s theory of dominance.   okay, that-that’s all for today. oh, uh does anyone know where the  freeman building is?
student| yeah, it’s the new building on avenue a.
ross| what?! that-that’s all the way cross town, i’m supposed to teach  a graduate seminar there in ten minutes.
student| ooh, dude. that’s not gonna happen. (ross grabs his things and runs to the door only to be blocked by his exiting  students.)
ross| move it! move it! move it!! hey!!! i’m the teacher!! 
ross| hello.  i’m  sorry i’m a little late. ah——whoa! a lot late. let me  start by uh, by introducing myself, i am professor geller.  so to sum up,  i’m professor geller. good job today. 
rachel| now the filet mignon, what comes with that?
waitress| there’s a side of steamed vegetables.
rachel| emmm. now, instead of the vegetables, is there anyway i can substitute  the three-pound lobster?
joey| y’know what? bring her both, and i’ll have the same. (the  waitress leaves.)
rachel| wow! this is shaping up to be a pretty good date—oh, i almost  forgot. i didn’t pay you the rent check.
joey| oh whoa-whoa-whoa, no roommate stuff. okay? we’re on a date.
rachel| okay. wow! so i get to see what joey tribbiani is like on a date. so do  you have any moves?
